index,question_category,question,answers,correct_answers,answers_category
0000124,03,"What are the connectivity options that can be used to build hybrid cloud architectures? (Choose TWO)","AWS Artifact,AWS Cloud9,AWS Direct Connect,AWS CloudTrail,AWS VPN","AWS Direct Connect,AWS VPN",1
0000125,03,"A company has deployed a new web application on multiple Amazon EC2 instances. Which of the following should they use to ensure that the incoming HTTP traffic is distributed evenly across the instances?","AWS EC2 Auto Recovery,AWS Auto Scaling,AWS Network Load Balancer,AWS Application Load Balancer","AWS Application Load Balancer",0
0000126,03,"Which of the following AWS offerings is a MySQL-compatible relational database service that can scale capacity automatically based on demand?","Amazon Neptune,Amazon Aurora,Amazon RDS for SQL Server,Amazon RDS for PostgreSQL","Amazon Aurora",0
0000127,03,"Which of the following can help protect your EC2 instances from DDoS attacks? (Choose TWO)","AWS CloudHSM,Security Groups,AWS Batch,AWS IAM,Network Access Control Lists (Network ACLs)","Security Groups,Network Access Control Lists (Network ACLs)",1
0000128,03,"What is the AWS data warehouse service that supports a high level of query performance on large amounts of datasets?","Amazon Redshift,Amazon Kinesis,Amazon DynamoDB,Amazon RDS","Amazon Redshift",0
0000129,02,"Which of the following should be considered when performing a TCO analysis to compare the costs of running an application on AWS instead of on-premises?","Application development,Market research,Business analysis,Physical hardware","Physical hardware",0
0000130,03,"How are AWS customers billed for Linux-based Amazon EC2 usage?","EC2 instances will be billed on one second increments,with a minimum of one minute,EC2 instances will be billed on one hour increments,with a minimum of one day,EC2 instances will be billed on one minute increments,with a minimum of one hour,EC2 instances will be billed on one day increments,with a minimum of one month","EC2 instances will be billed on one second increments,with a minimum of one minute",0
0000131,03,"Which of the following will impact the price paid for an EC2 instance? (Choose TWO)","Instance type,The Availability Zone where the instance is provisioned,Load balancing,Number of buckets,Number of private IPs","Instance type,The Availability Zone where the instance is provisioned",1
0000132,03,"A customer spent a lot of time configuring a newly deployed Amazon EC2 instance. After the workload increases,the customer decides to provision another EC2 instance with an identical configuration. How can the customer achieve this?","By creating an AWS Config template from the old instance and launching a new instance from it,By creating an EBS Snapshot of the old instance,By installing Aurora on EC2 and launching a new instance from it,By creating an AMI from the old instance and launching a new instance from it","By creating an AMI from the old instance and launching a new instance from it",0
0000133,02,"A company uses AWS Organizations to manage all of its AWS accounts. Which of the following allows the company to restrict what services and actions are allowed in each individual account?","IAM Principals,AWS Service Control Policies (SCPs),IAM policies,AWS Fargate","AWS Service Control Policies (SCPs)",0
0000134,03,"Which of the following statements describes the AWS Cloud's agility?","AWS allows you to host your applications in multiple regions around the world,AWS provides customizable hardware at the lowest possible cost,AWS allows you to provision resources in minutes,AWS allows you to pay upfront to reduce costs","AWS allows you to provision resources in minutes",0
0000135,01,"What are the benefits of using the Amazon Relational Database Service? (Choose TWO)","Lower administrative burden,Complete control over the underlying host,Resizable compute capacity,Scales automatically to larger or smaller instance types,Supports the document and key-value data structure","Lower administrative burden,Resizable compute capacity",1
0000136,03,"What is the connectivity option that uses Internet Protocol Security (IPSec) to establish encrypted connectivity between an on-premises network and the AWS Cloud?","Internet Gateway,AWS IQ,AWS Direct Connect,AWS Site-to-Site VPN","AWS Site-to-Site VPN",0
0000137,03,"What is the minimum level of AWS support that provides 24x7 access to technical support engineers via phone and chat?","Enterprise Support,Developer Support,Basic Support,Business Support","Business Support",0
0000138,03,"Which of the following is used to control network traffic in AWS? (Choose TWO)","Network Access Control Lists (NACLs),Key Pairs,Access Keys,IAM Policies,Security Groups","Network Access Control Lists (NACLs),Security Groups",1
0000139,03,"A company has developed a media transcoding application in AWS. The application is designed to recover quickly from hardware failures. Which one of the following types of instance would be the most cost-effective choice to use?","Reserved instances,Spot Instances,On-Demand instances,Dedicated instances","Spot Instances",0
0000140,03,"Which AWS Service provides the current status of all AWS Services in all AWS Regions?","AWS Service Health Dashboard,AWS Management Console,Amazon CloudWatch,AWS Personal Health Dashboard","AWS Service Health Dashboard",0
0000141,03,"Which AWS service or feature can be used to call AWS Services from different programming languages?","AWS Software Development Kit,AWS Command Line Interface,AWS CodeDeploy,AWS Management Console","AWS Software Development Kit",0
0000142,03,"Which AWS Service can be used to register a new domain name?","Amazon Personalize,Amazon Route 53,AWS KMS,AWS Config","Amazon Route 53",0
0000143,01,"App development companies move their business to AWS to reduce time-to-market and improve customer satisfaction,what are the AWS automation tools that help them deploy their applications faster? (Choose TWO)","AWS CloudFormation,AWS Migration Hub,AWS IAM,AWS Elastic Beanstalk,Amazon Macie","AWS CloudFormation,AWS Elastic Beanstalk",1
0000144,03,"Which AWS service provides cost-optimization recommendations?","AWS Trusted Advisor,AWS Pricing Calculator,Amazon QuickSight,AWS X-Ray","AWS Trusted Advisor",0
0000145,03,"A company has hundreds of VPCs in multiple AWS Regions worldwide. What service does AWS offer to simplify the connection management among the VPCs?","VPC Peering,AWS Transit Gateway,Amazon Connect,Security Groups","AWS Transit Gateway",0
0000146,03,"What is one benefit and one drawback of buying a reserved EC2 instance? (Select TWO)","Instances can be shut down by AWS at any time with no notification,Reserved instances require at least a one-year pricing commitment,There is no additional charge for using dedicated instances,Reserved instances provide a significant discount compared to on-demand instances,Reserved instances are best suited for periodic workloads","Reserved instances require at least a one-year pricing commitment,Reserved instances provide a significant discount compared to on-demand instances",1
